requirement_id,type,priority,domain,chapter,section,page,short_substance,owner,implementation_status,verification_status,production_readiness,pilot_blocking,production_blocking,full_srs_blocking,repo_evidence,test_evidence,evidence_basis,governance_dependency,design_dependency,runtime_dependency,external_dependency,workstream,recommended_lane,merge_wave,can_start_now,blocking_reason,schema_change_expected,migration_expected,notes,delta_from_p0,delta_reason
FR-API-020,FR,M,API Platform,26,26.5,152,"Every POST and PATCH SHALL accept an Idempotency-Key header, and it SHALL be mandatory on all financially significant endpoints.",BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,"common/idempotency + sync.idempotency_keys; applied to order create/fire/payment, NOT to every POST/PATCH",test/sales-payment.e2e-spec.ts; order-completion suites,DIRECT,,,,,P4-PLT,B,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-API-021,FR,M,API Platform,26,26.5,152,"The System SHALL store the key, the request fingerprint, and the response for at least 30 days.",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,IDEMPOTENCY_RETENTION_DAYS = 30 with request fingerprint + stored response,test/sales.e2e-spec.ts,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-API-022,FR,M,API Platform,26,26.5,152,A repeated key with an identical request fingerprint SHALL return the stored response with Idempotent-Replay: true.,BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,stored response replayed; no Idempotent-Replay: true response header,test/sales.e2e-spec.ts,DIRECT,,,,,P4-PLT,B,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-API-023,FR,M,API Platform,26,26.5,152,"A repeated key with a different request fingerprint SHALL return 409 Conflict, because this indicates a client defect rather than a retry.",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,fingerprint mismatch -> 409 Conflict,test/sales.e2e-spec.ts,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-AUD-001,FR,M,Audit & Governance,20,20.1,108,The System SHALL record an immutable audit entry for every state- changing operation.,BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,YES,YES,YES,AuditService writes on named actions; NOT proven exhaustive over every state-changing operation,test/audit.e2e-spec.ts,DIRECT,,,,,P4-PLT,B,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-AUD-002,FR,M,Audit & Governance,20,20.1,108,Each audit entry SHALL contain:,BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,governance.audit_entries columns + sanitizeMetadata,test/audit.e2e-spec.ts,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-AUD-003,FR,M,Audit & Governance,20,20.1,109,Audit entries SHALL be append-only. The application database role SHALL hold INSERT and SELECT grants on the audit table and SHALL NOT hold UPDATE or DELETE.,BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,"migration 20260812175712: GRANT SELECT,INSERT; REVOKE UPDATE,DELETE,TRUNCATE FROM ros_app",test/audit.e2e-spec.ts,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-AUD-004,FR,M,Audit & Governance,20,20.1,109,"Audit entries SHALL be hash-chained: each entry’s hash covers its own content and the previous entry’s hash, per tenant. hash(n) = SHA-256( canonical_json(entry_n) || hash(n-1) )",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,"audit-hash.ts per-tenant sequence_no + previous_hash -> entry_hash, serialized by pg_advisory_xact_lock",src/modules/governance/audit/audit-hash.spec.ts; audit-verify.spec.ts,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-AUD-005,FR,M,Audit & Governance,20,20.1,109,A scheduled job SHALL verify chain integrity and SHALL raise a platform- level security alert on any break.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,YES,YES,YES,audit-verify.ts exists as a callable verifier but there is NO scheduler and NO alerting sink,audit-verify.spec.ts (unit only),DIRECT,,,scheduler/job runner,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-AUD-006,FR,M,Audit & Governance,20,20.1,109,"The following actions SHALL always generate audit entries: authentication success and failure, permission changes, role changes, price changes, recipe changes, discounts, comps, voids, refunds, cash variances, stock adjustments, count postings, waste records, purchase approvals, configuration change",BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,auth success/failure and several business actions audited; price changes/config changes not proven exhaustive,test/audit.e2e-spec.ts,DIRECT,,,,,P4-PLT,B,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-AUD-007,FR,M,Audit & Governance,20,20.1,109,Audit log access SHALL itself be audited.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no audit-log read surface exists, therefore no access auditing",none,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-AUD-008,FR,M,Audit & Governance,20,20.1,109,"The audit log SHALL be searchable and filterable by actor, entity, action, date range, branch, and correlation ID, and SHALL be exportable by users with audit.view plus report.export.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,no audit query/filter/export route in any controller,none,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-AUD-009,FR,M,Audit & Governance,20,20.1,109,Audit entries SHALL be retained for the greater of 7 years or the statutory period of the branch’s jurisdiction.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,no retention policy or enforcement for audit_entries,none,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-AUD-010,FR,M,Audit & Governance,20,20.1,110,"Support staff access to tenant data SHALL require an explicit impersonation session with a recorded reason, a time limit, tenant-visible notification, and full audit capture of every action performed.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,zero impersonation code in src,none,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-BRN-001,FR,M,Branch & Central Kitchen,17,17.2,99,"The System SHALL support an unlimited number of branches per brand and an unlimited number of brands per tenant, subject to plan limits.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"branches, brands and per-branch configuration exist; no branch groups, no cross-branch operating model",none,MODULE,,,,,P13-CK,G,3,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-BRN-002,FR,M,Branch & Central Kitchen,17,17.2,99,"Each branch SHALL hold its own: inventory, cash drawers, staff roster, operating hours, timezone, currency, tax configuration, and country pack assignment.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"branches, brands and per-branch configuration exist; no branch groups, no cross-branch operating model",none,MODULE,,,,,P13-CK,G,3,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-BRN-003,FR,M,Branch & Central Kitchen,17,17.2,99,"Branches in different countries SHALL operate under different country packs within one tenant, and consolidated reporting SHALL handle multi-currency correctly.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"branches, brands and per-branch configuration exist; no branch groups, no cross-branch operating model",none,MODULE,,,,,P13-CK,G,3,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-BRN-004,FR,M,Branch & Central Kitchen,17,17.2,99,"Consolidated multi-currency reports SHALL display both the original currency amounts and a converted total, with the conversion rate, rate source, and rate date shown explicitly.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"branches, brands and per-branch configuration exist; no branch groups, no cross-branch operating model",none,MODULE,,,,,P13-CK,G,3,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-BRN-005,FR,M,Branch & Central Kitchen,17,17.2,99,"The System SHALL support branch groups (regions, clusters, franchise territories) as a reporting and permission-scoping dimension.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"branches, brands and per-branch configuration exist; no branch groups, no cross-branch operating model",none,MODULE,,,,,P13-CK,G,3,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-BRN-006,FR,S,Branch & Central Kitchen,17,17.2,99,"The System SHALL support central menu and price management with per- branch override capability, and the System SHALL report which branches deviate from the brand standard.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"branches, brands and per-branch configuration exist; no branch groups, no cross-branch operating model",none,MODULE,,,,,P13-CK,G,3,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-BRN-007,FR,S,Branch & Central Kitchen,17,17.2,99,The System SHALL support central recipe management with the same override-and-report pattern.,BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"branches, brands and per-branch configuration exist; no branch groups, no cross-branch operating model",none,MODULE,,,,,P13-CK,G,3,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-BRN-008,FR,S,Branch & Central Kitchen,17,17.2,99,"The System SHALL support a branch template: a new branch may be created by copying configuration (menu, stations, roles, settings, printers) from an existing branch.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"branches, brands and per-branch configuration exist; no branch groups, no cross-branch operating model",none,MODULE,,,,,P13-CK,G,3,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-BRN-010,FR,S,Branch & Central Kitchen,17,17.3,100,"The System SHALL provide a branch scorecard comparing branches on: net sales, transaction count, average order value, food cost %, labour cost %, prime cost %, waste %, variance value, void/discount rates, and average service time.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no branch comparison or performance surface,none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-011,FR,S,Branch & Central Kitchen,17,17.3,100,"Comparison SHALL support normalisation by seat count, floor area, labour hours, and trading hours, so branches of different sizes are meaningfully comparable.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no branch comparison or performance surface,none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-012,FR,S,Branch & Central Kitchen,17,17.3,100,The System SHALL rank branches on any metric and SHALL indicate movement against the prior period.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no branch comparison or performance surface,none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-013,FR,S,Branch & Central Kitchen,17,17.3,100,"The System SHALL highlight outliers, defined as branches deviating beyond a configurable number of standard deviations from the group mean on any tracked metric.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no branch comparison or performance surface,none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-014,FR,C,Branch & Central Kitchen,17,17.3,100,"The System SHALL support like-for-like comparison, excluding branches open for less than a configurable maturity period from group averages.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no branch comparison or performance surface,none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-015,FR,M,Branch & Central Kitchen,17,17.4,100,"The System SHALL support stock transfers between any two locations within a tenant, per FR-INV-031.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"inter-branch transfers implemented via TransfersService (transfer_out/transfer_in pairing), on the defective MovementsService.post write path",none,MODULE,,,,,P13-CK,G,3,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-BRN-016,FR,S,Branch & Central Kitchen,17,17.4,100,"The System SHALL support transfer requests: a branch requests stock, the source location approves and dispatches.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"inter-branch transfers implemented via TransfersService (transfer_out/transfer_in pairing), on the defective MovementsService.post write path",none,MODULE,,,,,P13-CK,G,3,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-BRN-017,FR,S,Branch & Central Kitchen,17,17.4,100,The System SHALL suggest transfers where one location holds excess stock approaching expiry and another location shows a shortage of the same item.,BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"inter-branch transfers implemented via TransfersService (transfer_out/transfer_in pairing), on the defective MovementsService.post write path",none,MODULE,,,,,P13-CK,G,3,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-BRN-020,FR,S,Branch & Central Kitchen,17,17.5,100,The System SHALL model central kitchens as locations that consume input stock and produce output stock.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"org.central_kitchens is a registry entity only; no CK production orders, requisitions, distribution or internal pricing",none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-021,FR,S,Branch & Central Kitchen,17,17.5,100,"Production SHALL be driven by a production order specifying output item, target quantity, and target date.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"org.central_kitchens is a registry entity only; no CK production orders, requisitions, distribution or internal pricing",none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-022,FR,S,Branch & Central Kitchen,17,17.5,100,"A production order SHALL expand its recipe to compute required inputs, SHALL check availability, and SHALL flag shortages before production begins.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"org.central_kitchens is a registry entity only; no CK production orders, requisitions, distribution or internal pricing",none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-023,FR,S,Branch & Central Kitchen,17,17.5,100,"On completion, a production order SHALL record actual output quantity, consume input stock, produce output stock, and create an output batch with production date and expiry.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"org.central_kitchens is a registry entity only; no CK production orders, requisitions, distribution or internal pricing",none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-024,FR,S,Branch & Central Kitchen,17,17.5,100,The System SHALL compute production yield variance:,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"org.central_kitchens is a registry entity only; no CK production orders, requisitions, distribution or internal pricing",none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-025,FR,S,Branch & Central Kitchen,17,17.5,101,"Production output cost SHALL be computed as the sum of consumed input costs plus configurable production overhead (labour, energy) per unit or per batch.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"org.central_kitchens is a registry entity only; no CK production orders, requisitions, distribution or internal pricing",none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-026,FR,S,Branch & Central Kitchen,17,17.5,101,"The System SHALL generate a production plan from branch demand forecasts and current branch stock, indicating what the central kitchen should produce for the next production cycle.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"org.central_kitchens is a registry entity only; no CK production orders, requisitions, distribution or internal pricing",none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-027,FR,S,Branch & Central Kitchen,17,17.5,101,"The System SHALL support distribution orders allocating produced quantities to branches, generating transfer movements and, where relevant, delivery manifests.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"org.central_kitchens is a registry entity only; no CK production orders, requisitions, distribution or internal pricing",none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-028,FR,S,Branch & Central Kitchen,17,17.5,101,"Where produced quantity is insufficient for all branch requests, the System SHALL support allocation rules: proportional, by priority ranking, or manual.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"org.central_kitchens is a registry entity only; no CK production orders, requisitions, distribution or internal pricing",none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-029,FR,S,Branch & Central Kitchen,17,17.5,101,The System SHALL maintain full batch traceability from raw material receipt through production to the branch and to the customer order.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"org.central_kitchens is a registry entity only; no CK production orders, requisitions, distribution or internal pricing",none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-030,FR,C,Branch & Central Kitchen,17,17.5,101,"The System SHALL support internal transfer pricing between central kitchen and branch, enabling the central kitchen to be evaluated as a cost centre or a profit centre per tenant policy.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"org.central_kitchens is a registry entity only; no CK production orders, requisitions, distribution or internal pricing",none,MODULE,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
FR-BRN-035,FR,C,Branch & Central Kitchen,17,17.6,101,"The System SHALL support franchise branches with restricted configuration authority: franchisees may operate but may not modify brand-controlled menu, recipes, or pricing.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no franchise model,none,DOMAIN,,,,,P13-CK,G,3,YES,,YES,YES,,UNCHANGED,
