requirement_id,type,module,priority,srs_section,short_text,backend_applicability,status,canonical_evidence,test_evidence,other_worktree_evidence,missing_behavior,dependency_or_blocker,governance_reference,recommended_workstream
FR-CRM-005,FR,CRM,S,18.2,"Per-customer computed stats: spend, order count, AOV, first/last order, favourites, preferred branch/order type/day-part",BACKEND,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,Depends on FR-CRM-001.,FR-CRM-001 not implemented,,CRM-foundation
FR-CRM-006,FR,CRM,S,18.2,Multiple delivery addresses per customer with labels/notes,BACKEND,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,Depends on FR-CRM-001.,FR-CRM-001 not implemented,,CRM-foundation
FR-CRM-007,FR,CRM,S,18.2,Customer blocking (prevents on-account/delivery) with reason and audit,BACKEND,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,Depends on FR-CRM-001.,FR-CRM-001 not implemented,,CRM-foundation
FR-CRM-008,FR,CRM,M,18.2,Explicit per-channel/per-purpose consent flags with timestamp+source; no marketing without consent,BACKEND,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,Depends on FR-CRM-001; no consent-flag model exists.,FR-CRM-001 not implemented,,CRM-foundation
FR-CRM-009,FR,CRM,M,18.2,Customer data export/erasure with anonymising erasure preserving fiscal records,BACKEND,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,Depends on FR-CRM-001.,FR-CRM-001 not implemented,,CRM-foundation
FR-CRM-015,FR,CRM,S,18.3,"Points-based loyalty with configurable earn/redeem rate, expiry, eligibility",BACKEND,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,No loyalty model/service exists anywhere; only field name occurrences are contract-event mentions confirming absence.,FR-CRM-001 not implemented,,CRM-loyalty
FR-CRM-016,FR,CRM,S,18.3,"Points earned on net spend excl. tax/discounts, configurable per tenant",BACKEND,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,Depends on FR-CRM-015.,FR-CRM-015 not implemented,,CRM-loyalty
FR-CRM-017,FR,CRM,S,18.3,Points redeemable as a POS tender type at configured rate,BACKEND,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,No loyalty tender type found in payment/tender code.,FR-CRM-015 not implemented,,CRM-loyalty
FR-CRM-018,FR,CRM,S,18.3,"Tiered loyalty with thresholds, benefits, review periods",BACKEND,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,Depends on FR-CRM-015.,FR-CRM-015 not implemented,,CRM-loyalty
FR-CRM-019,FR,CRM,S,18.3,Stamp-card model (buy N get 1 free) per item/group,BACKEND,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,No stamp-card model found.,FR-CRM-015 not implemented,,CRM-loyalty
FR-CRM-020,FR,CRM,M,18.3,"Loyalty balances as append-only ledger, never mutable balance field",BACKEND,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,No loyalty ledger of any kind exists.,FR-CRM-015 not implemented,,CRM-loyalty
FR-CRM-021,FR,CRM,M,18.3,"Offline loyalty accrual/redemption with per-transaction limit, overdraw reported on sync",SHARED_BACKEND_AND_CLIENT,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,"Depends on FR-CRM-015/020 and offline sync integration, neither exists.",FR-CRM-015/020 not implemented,,CRM-loyalty
FR-CRM-022,FR,CRM,S,18.3,"Customer loyalty balance view via QR code on receipt, no app install",SHARED_BACKEND_AND_CLIENT,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,Depends on FR-CRM-015/020; no QR/web-view endpoint found for loyalty balance.,FR-CRM-015/020 not implemented,,CRM-loyalty
FR-CRM-025,FR,CRM,S,18.4,"Promotion engine: conditions (date/time, day, branch, order type, channel, min order, items, qty, tag/tier, Nth order, coupon) + effects (pct/fixed/free item/BXGY/cheapest-free/bundle/free delivery/points multiplier)",BACKEND,NOT_IMPLEMENTED,src/modules/sales/orders/order-totals.ts:95 comment: 'no stacking — FR-POS-051's promotions engine is out of scope'; src/modules/sales/orders/discounts.service.ts header: 'No Promotion/exclusivity model exists anywhere in this schema; a genuine multi-promotion engine is out of scope',NONE,,Only single flat line/order discount exists (discounts.service.ts); none of the SRS promotion engine's condition/effect vocabulary is implemented.,,,CRM-promotions
FR-CRM-026,FR,CRM,S,18.4,"Promotion usage limits: total, per-customer, per-day redemptions",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,Depends on FR-CRM-025.,FR-CRM-025 not implemented,,CRM-promotions
FR-CRM-027,FR,CRM,M,18.4,"Promotion evaluation deterministic, identical offline/online, covered by shared conformance suite",SHARED_BACKEND_AND_CLIENT,NOT_IMPLEMENTED,NONE,NONE,,"Depends on FR-CRM-025; no promotion conformance suite exists (only the tax conformance suite exists, which is a different requirement family).",FR-CRM-025 not implemented,,CRM-promotions
FR-CRM-028,FR,CRM,S,18.4,"Single/multi-use coupon codes, bulk generation, per-code tracking",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No Coupon model exists in prisma/schema.prisma.,FR-CRM-025 not implemented,,CRM-promotions
FR-CRM-029,FR,CRM,S,18.4,"Report promotion performance: redemptions, incremental revenue, discount cost, margin impact, redeemer profile",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,Depends on FR-CRM-025.,FR-CRM-025 not implemented,,CRM-promotions
FR-CRM-030,FR,CRM,S,18.4,"Promotion stacking governed by config; default non-stackable, best-value selection",BACKEND,NOT_IMPLEMENTED,"src/modules/sales/orders/discounts.service.ts header: 'At most ONE discount/comp per line, and at most ONE order-level discount per order' (hard-coded non-stacking, not a configurable policy)",NONE,,"Non-stacking is hard-coded, not a configurable promotion-stacking policy, and there is no promotion engine for it to govern.",FR-CRM-025 not implemented,,CRM-promotions
FR-CRM-035,FR,CRM,C,18.5,RFM segmentation into champions/loyal/at-risk/hibernating/new,BACKEND,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,"Depends on FR-CRM-001/004/005, none of which exist.",FR-CRM-001 not implemented,,CRM-analytics
FR-CRM-036,FR,CRM,C,18.5,Churn indicator from customer's own historical inter-purchase interval,BACKEND,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,Depends on FR-CRM-001/004.,FR-CRM-001 not implemented,,CRM-analytics
FR-CRM-037,FR,CRM,C,18.5,"Export a segment for marketing campaign, subject to consent flags",BACKEND,NOT_IMPLEMENTED,NONE - no Customer Prisma model exists in prisma/schema.prisma; no src/modules/crm or src/modules/customers module exists; src/modules/catalogue/pricing/price-resolution.ts:13 states verbatim 'CRM does not exist — NOT implemented here'; src/modules/sales/contract/events.ts:229 states verbatim 'no customer/CRM/loyalty concept exists'; sales order events carry customerId: null unconditionally (events.ts:296).,NONE,,Depends on FR-CRM-001/008/035.,FR-CRM-001/008/035 not implemented,,CRM-analytics
FR-CST-001,FR,CST,M,13.2,"On order completion compute COGS by expanding recipe to base ingredients incl. modifier deltas, valuing at costing method",BACKEND,COMPLETE,"P1F-2 governance entry narrowly lifted D-17-05 defer specifically for completion-time COGS; src/modules/production/costing/recipe-cost.service.ts recomputeForStockItems, consumption-resolution.service.ts, modifier-recipe-effects.service.ts feed completion-time posted COGS per governance clauses 1-8",src/modules/production/costing/recipe-cost.spec.ts,,Implementation exists per governance record of the P1F-2 ratification; this batch did not independently re-derive the full Sales-side completion posting path (sales.orders.cogs_total) — recommend the POS/Sales batch confirm cogs_total posting end-to-end at Completion,,P1F-2 Completion Economics (2026-08-25) narrowly reopens D-17-05 for this exact workflow,
FR-CST-002,FR,CST,M,13.2,COGS recorded on order line as unit_cost_snapshot; SHALL NOT be recomputed retroactively,BACKEND,PARTIAL,"Governance P1F-2 explicitly documents a DELIBERATE DEVIATION: sale-time unit_cost_snapshot (immutable) is kept SEPARATE from completion-time posted COGS (a second field), rather than the single-field model FR-CST-002's literal wording describes",,,"Governance-documented deviation from literal single-field wording, adopted because the requirement's own no-retroactive-recomputation clause could not otherwise be honoured with the P1F-2 model — behaviourally the intent (never retroactively recomputed) is satisfied, but the literal 'recorded ... as unit_cost_snapshot' single-field model is not",,P1F-2 Completion Economics 'Relationship to FR-CST-002' clause,
